"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"TimePerGame"
"408"	"408"	"STAAL"	" MARC"	"NY Rangers"	"D"	77	1515.3	50	69	1.98	2.732	42.02	593	818	8.4317	91.5648	99.9965	1118	1610	44.268	63.75	40.98	4.4723	95.7143	100.1866	2	13	5	15	7	65	145	3.07692307692	1.37931034483	0.0792	0.5147	0.198	0.5939	0.2772	2.5737	5.7414	4	26	30	14	NA	" MARC STAAL"	19.6792207792208
"409"	"409"	"KALININ"	" SERGEY"	"New Jersey"	"F(C)"	78	1039.4	31	33	1.789	1.905	48.44	425	457	7.2941	92.779	100.0731	788	815	45.488	47.046	49.16	3.934	95.9509	99.8849	8	7	3	15	11	70	122	11.4285714286	6.55737704918	0.4618	0.4041	0.1732	0.8659	0.635	4.0408	7.0425	25.81	22.58	48.39	35.48	NA	" SERGEY KALININ"	13.325641025641
"410"	"410"	"GREENING"	" COLIN"	"Toronto"	"F(C)"	31	436.983	21	19	2.883	2.609	52.5	250	193	8.4	90.1554	98.5554	515	339	70.712	46.546	60.3	4.0777	94.3953	98.473	7	8	5	15	12	58	102	12.0689655172	6.86274509804	0.9611	1.0984	0.6865	2.0596	1.6477	7.9637	14.0051	33.33	38.1	71.43	57.14	NA	" COLIN GREENING"	14.0962258064516
"411"	"411"	"SMITH"	" BRENDAN"	"Detroit"	"D"	63	1108.92	44	47	2.381	2.543	48.35	580	499	7.5862	90.5812	98.1674	1050	858	56.812	46.424	55.03	4.1905	94.5221	98.7126	3	12	6	15	9	82	172	3.65853658537	1.74418604651	0.1623	0.6493	0.3246	0.8116	0.487	4.4368	9.3064	6.82	27.27	34.09	20.45	NA	" BRENDAN SMITH"	17.6019047619048
"412"	"412"	"BIEKSA"	" KEVIN"	"Anaheim"	"D"	71	1491.77	58	63	2.333	2.534	47.93	717	752	8.0893	91.6223	99.7116	1374	1415	55.263	56.912	49.26	4.2213	95.5477	99.769	4	11	7	15	11	108	245	3.7037037037	1.63265306122	0.1609	0.4424	0.2815	0.6033	0.4424	4.3438	9.8541	6.9	18.97	25.86	18.97	NA	" KEVIN BIEKSA"	21.0108450704225
"413"	"413"	"HORCOFF"	" SHAWN"	"Anaheim"	"F(C)"	59	783.767	24	27	1.837	2.067	47.06	345	370	6.9565	92.7027	99.6592	630	724	48.229	55.425	46.53	3.8095	96.2707	100.0802	6	9	6	15	12	73	116	8.21917808219	5.1724137931	0.4593	0.689	0.4593	1.1483	0.9186	5.5884	8.8802	25	37.5	62.5	50	NA	" SHAWN HORCOFF"	13.284186440678
"414"	"414"	"ETEM"	" EMERSON"	"Vancouver"	"F(RW)"	58	762.683	26	39	2.045	3.068	40	367	420	7.0845	90.7143	97.7988	654	783	51.45	61.598	45.51	3.9755	95.0192	98.9947	7	8	6	15	13	100	182	7	3.84615384615	0.5507	0.6294	0.472	1.18	1.0227	7.867	14.3179	26.92	30.77	57.69	50	NA	" EMERSON ETEM"	13.1497068965517
"415"	"415"	"VEY"	" LINDEN"	"Vancouver"	"F(RW)"	41	645.817	22	29	2.044	2.694	43.14	323	327	6.8111	91.1315	97.9426	554	577	51.47	53.607	48.98	3.9711	94.974	98.9451	4	11	7	15	11	40	75	10	5.33333333333	0.3716	1.022	0.6503	1.3936	1.022	3.7162	6.9679	18.18	50	68.18	50	NA	" LINDEN VEY"	15.7516341463415
"416"	"416"	"MANSON"	" JOSH"	"Anaheim"	"D"	71	1333.55	47	44	2.115	1.98	51.65	630	549	7.4603	91.9854	99.4457	1152	1101	51.832	49.537	51.13	4.0799	96.0036	100.0835	5	10	3	15	8	88	170	5.68181818182	2.94117647059	0.225	0.4499	0.135	0.6749	0.3599	3.9594	7.6488	10.64	21.28	31.91	17.02	NA	" JOSH MANSON"	18.7823943661972
"417"	"417"	"KUHNHACKL"	" TOM"	"Pittsburgh"	"F(RW)"	42	512.4	21	23	2.459	2.693	47.73	232	280	9.0517	91.7857	100.8374	397	489	46.487	57.26	44.81	5.2897	95.2965	100.5862	5	10	7	15	12	52	79	9.61538461538	6.32911392405	0.5855	1.171	0.8197	1.7564	1.4052	6.089	9.2506	23.81	47.62	71.43	57.14	NA	" TOM KUHNHACKL"	12.2
"418"	"418"	"JOHNSON"	" JACK"	"Columbus"	"D"	60	1450.52	50	79	2.068	3.268	38.76	670	787	7.4627	89.9619	97.4246	1225	1465	50.672	60.599	45.54	4.0816	94.6075	98.6891	6	8	3	14	9	86	205	6.97674418605	2.92682926829	0.2482	0.3309	0.1241	0.5791	0.3723	3.5574	8.4797	12	16	28	18	NA	" JACK JOHNSON"	24.1753333333333
"419"	"419"	"SKILLE"	" JACK"	"Colorado"	"F(RW)"	74	653.6	20	26	1.836	2.387	43.48	286	372	6.993	93.0107	100.0037	498	697	45.716	63.984	41.67	4.0161	96.2697	100.2858	8	6	6	14	14	106	176	7.54716981132	4.54545454545	0.7344	0.5508	0.5508	1.2852	1.2852	9.7307	16.1567	40	30	70	70	NA	" JACK SKILLE"	8.83243243243243
"420"	"420"	"FEHR"	" ERIC"	"Pittsburgh"	"F(C)"	55	718.067	24	37	2.005	3.092	39.34	289	388	8.3045	90.4639	98.7684	496	713	41.445	59.577	41.03	4.8387	94.8107	99.6494	8	6	1	14	9	74	125	10.8108108108	6.4	0.6685	0.5013	0.0836	1.1698	0.752	6.1833	10.4447	33.33	25	58.33	37.5	NA	" ERIC FEHR"	13.0557636363636
"421"	"421"	"UPSHALL"	" SCOTTIE"	"St. Louis"	"F(RW)"	70	766.333	24	23	1.879	1.801	51.06	347	354	6.9164	93.5028	100.4192	604	660	47.29	51.675	47.78	3.9735	96.5152	100.4887	6	8	7	14	13	113	182	5.30973451327	3.2967032967	0.4698	0.6264	0.5481	1.0961	1.0178	8.8473	14.2497	25	33.33	58.33	54.17	NA	" SCOTTIE UPSHALL"	10.9476142857143
"422"	"422"	"JOSEFSON"	" JACOB"	"New Jersey"	"F(C)"	58	900.283	29	40	1.933	2.666	42.03	412	365	7.0388	89.0411	96.0799	768	650	51.184	43.32	54.16	3.776	93.8462	97.6222	4	10	3	14	7	86	147	4.6511627907	2.72108843537	0.2666	0.6665	0.1999	0.933	0.4665	5.7315	9.7969	13.79	34.48	48.28	24.14	NA	" JACOB JOSEFSON"	15.5221206896552
"423"	"423"	"LEGWAND"	" DAVID"	"Buffalo"	"F(C)"	79	765.933	22	45	1.723	3.525	32.84	288	462	7.6389	90.2597	97.8986	465	840	36.426	65.802	35.63	4.7312	94.6429	99.3741	5	9	5	14	10	61	93	8.19672131148	5.37634408602	0.3917	0.705	0.3917	1.0967	0.7834	4.7785	7.2852	22.73	40.91	63.64	45.45	NA	" DAVID LEGWAND"	9.69535443037975
"424"	"424"	"LUPUL"	" JOFFREY"	"Toronto"	"F(RW)"	46	672.567	29	28	2.587	2.498	50.88	378	324	7.672	91.358	99.03	737	591	65.748	52.723	55.5	3.9349	95.2623	99.1972	11	3	2	14	13	102	178	10.7843137255	6.1797752809	0.9813	0.2676	0.1784	1.2489	1.1597	9.0995	15.8795	37.93	10.34	48.28	44.83	NA	" JOFFREY LUPUL"	14.6210217391304
"425"	"425"	"MCNABB"	" BRAYDEN"	"Los Angeles"	"D"	81	1524.02	51	57	2.008	2.244	47.22	770	693	6.6234	91.7749	98.3983	1473	1252	57.991	49.291	54.06	3.4623	95.4473	98.9096	2	12	6	14	8	91	227	2.1978021978	0.881057268722	0.0787	0.4724	0.2362	0.5512	0.315	3.5826	8.9369	3.92	23.53	27.45	15.69	NA	" BRAYDEN MCNABB"	18.8150617283951
"426"	"426"	"GARBUTT"	" RYAN"	"Anaheim"	"F(C)"	80	866.817	24	39	1.661	2.7	38.1	406	407	5.9113	90.4177	96.329	784	753	54.268	52.122	51.01	3.0612	94.8207	97.8819	7	7	7	14	14	135	242	5.18518518519	2.89256198347	0.4845	0.4845	0.4845	0.9691	0.9691	9.3445	16.7509	29.17	29.17	58.33	58.33	NA	" RYAN GARBUTT"	10.8352125
"427"	"427"	"LAICH"	" BROOKS"	"Toronto"	"F(C)"	81	926.233	22	46	1.425	2.98	32.35	342	509	6.4327	90.9627	97.3954	719	976	46.576	63.224	42.42	3.0598	95.2869	98.3467	2	12	6	14	8	101	158	1.9801980198	1.26582278481	0.1296	0.7773	0.3887	0.9069	0.5182	6.5426	10.235	9.09	54.55	63.64	36.36	NA	" BROOKS LAICH"	11.434975308642
"428"	"428"	"CHIASSON"	" ALEX"	"Ottawa"	"F(RW)"	77	1048.57	41	45	2.346	2.575	47.67	420	572	9.7619	92.1329	101.8948	808	1042	46.235	59.624	43.68	5.0743	95.6814	100.7557	8	6	5	14	13	88	142	9.09090909091	5.6338028169	0.4578	0.3433	0.2861	0.8011	0.7439	5.0354	8.1254	19.51	14.63	34.15	31.71	NA	" ALEX CHIASSON"	13.6177922077922
"429"	"429"	"ATHANASIOU"	" ANDREAS"	"Detroit"	"F(C)"	37	333.65	16	16	2.877	2.877	50	166	194	9.6386	91.7526	101.3912	293	312	52.69	56.107	48.43	5.4608	94.8718	100.3326	9	5	2	14	11	53	85	16.9811320755	10.5882352941	1.6185	0.8991	0.3597	2.5176	1.9781	9.5309	15.2855	56.25	31.25	87.5	68.75	NA	" ANDREAS ATHANASIOU"	9.01756756756757
"430"	"430"	"GUSTAFSSON"	" ERIK"	"Chicago"	"D"	41	633.117	35	18	3.317	1.706	66.04	376	290	9.3085	93.7931	103.1016	677	514	64.159	48.711	56.84	5.1699	96.4981	101.668	0	14	7	14	7	58	130	0	0	0	1.3268	0.6634	1.3268	0.6634	5.4966	12.32	0	40	40	20	NA	" ERIK GUSTAFSSON"	15.4418780487805
"431"	"431"	"MCCABE"	" JAKE"	"Buffalo"	"D"	77	1471.27	54	56	2.202	2.284	49.09	675	772	8	92.7461	100.7461	1158	1423	47.225	58.032	44.87	4.6632	96.0647	100.7279	4	10	7	14	11	62	146	6.45161290323	2.7397260274	0.1631	0.4078	0.2855	0.5709	0.4486	2.5284	5.9541	7.41	18.52	25.93	20.37	NA	" JAKE MCCABE"	19.1074025974026
"432"	"432"	"VAN_RIEMSDYK"	" TREVOR"	"Chicago"	"D"	82	1638.63	57	74	2.087	2.71	43.51	750	856	7.6	91.3551	98.9551	1411	1585	51.665	58.036	47.1	4.0397	95.3312	99.3709	3	11	7	14	10	85	194	3.52941176471	1.54639175258	0.1098	0.4028	0.2563	0.5126	0.3662	3.1123	7.1035	5.26	19.3	24.56	17.54	NA	" TREVOR VAN_RIEMSDYK"	19.9832926829268
"433"	"433"	"VANDEVELDE"	" CHRIS"	"Philadelphia"	"F(C)"	79	1070.45	24	48	1.345	2.69	33.33	406	606	5.9113	92.0792	97.9905	808	1210	45.289	67.822	40.04	2.9703	96.0331	99.0034	2	12	5	14	7	77	128	2.5974025974	1.5625	0.1121	0.6726	0.2803	0.7847	0.3924	4.3159	7.1746	8.33	50	58.33	29.17	NA	" CHRIS VANDEVELDE"	13.55
"434"	"434"	"NEIL"	" CHRIS"	"Ottawa"	"F(RW)"	80	743.85	23	26	1.855	2.097	46.94	321	360	7.1651	92.7778	99.9429	632	643	50.978	51.865	49.57	3.6392	95.9565	99.5957	5	8	4	13	9	70	134	7.14285714286	3.73134328358	0.4033	0.6453	0.3226	1.0486	0.726	5.6463	10.8086	21.74	34.78	56.52	39.13	NA	" CHRIS NEIL"	9.298125
"435"	"435"	"ROZSIVAL"	" MICHAL"	"Chicago"	"D"	51	824.183	36	30	2.621	2.184	54.55	388	446	9.2784	93.2735	102.5519	726	743	52.852	54.09	49.42	4.9587	95.9623	100.921	1	12	6	13	7	41	90	2.43902439024	1.11111111111	0.0728	0.8736	0.4368	0.9464	0.5096	2.9848	6.5519	2.78	33.33	36.11	19.44	NA	" MICHAL ROZSIVAL"	16.1604509803922
"436"	"436"	"MACKENZIE"	" DEREK"	"Florida"	"F(C)"	64	841.7	20	31	1.426	2.21	39.22	269	448	7.4349	93.0804	100.5153	479	785	34.145	55.958	37.9	4.1754	96.051	100.2264	6	7	1	13	7	79	126	7.59493670886	4.7619047619	0.4277	0.499	0.0713	0.9267	0.499	5.6315	8.9818	30	35	65	35	NA	" DEREK MACKENZIE"	13.1515625
"437"	"437"	"HAMHUIS"	" DAN"	"Vancouver"	"D"	58	1242.08	43	59	2.077	2.85	42.16	561	688	7.6649	91.4244	99.0893	1029	1159	49.707	55.987	47.03	4.1788	94.9094	99.0882	3	10	6	13	9	72	164	4.16666666667	1.82926829268	0.1449	0.4831	0.2898	0.628	0.4348	3.478	7.9222	6.98	23.26	30.23	20.93	NA	" DAN HAMHUIS"	21.4151724137931
"438"	"438"	"GREENE"	" ANDY"	"New Jersey"	"D"	82	1879.63	57	73	1.82	2.33	43.85	609	969	9.3596	92.4665	101.8261	1076	1812	34.347	57.841	37.26	5.2974	95.9713	101.2687	4	9	5	13	9	63	148	6.34920634921	2.7027027027	0.1277	0.2873	0.1596	0.415	0.2873	2.011	4.7243	7.02	15.79	22.81	15.79	NA	" ANDY GREENE"	22.9223170731707
"439"	"439"	"SPALING"	" NICK"	"San Jose"	"F(C)"	58	828.067	24	41	1.739	2.971	36.92	294	454	8.1633	90.9692	99.1325	586	856	42.46	62.024	40.64	4.0956	95.2103	99.3059	3	10	3	13	6	53	108	5.66037735849	2.77777777778	0.2174	0.7246	0.2174	0.942	0.4347	3.8403	7.8255	12.5	41.67	54.17	25	NA	" NICK SPALING"	14.2770172413793
"440"	"440"	"KING"	" DWIGHT"	"Los Angeles"	"F(LW)"	47	678.55	20	28	1.768	2.476	41.67	314	327	6.3694	91.4373	97.8067	621	630	54.911	55.707	49.64	3.2206	95.5556	98.7762	7	6	3	13	10	48	94	14.5833333333	7.44680851064	0.619	0.5305	0.2653	1.1495	0.8842	4.2443	8.3118	35	30	65	50	NA	" DWIGHT KING"	14.4372340425532
"441"	"441"	"MEDVEDEV"	" EVGENY"	"Philadelphia"	"D"	45	847.283	39	32	2.762	2.266	54.93	423	397	9.2199	91.9395	101.1594	839	710	59.413	50.278	54.16	4.6484	95.493	100.1414	4	9	4	13	8	71	189	5.6338028169	2.1164021164	0.2833	0.6373	0.2833	0.9206	0.5665	5.0278	13.384	10.26	23.08	33.33	20.51	NA	" EVGENY MEDVEDEV"	18.8285111111111
"442"	"442"	"DESJARDINS"	" ANDREW"	"Chicago"	"F(C)"	77	1030.42	20	47	1.165	2.737	29.85	453	565	4.415	91.6814	96.0964	834	1058	48.563	61.606	44.08	2.3981	95.5577	97.9558	8	5	4	13	12	97	184	8.24742268041	4.34782608696	0.4658	0.2911	0.2329	0.757	0.6987	5.6482	10.7141	40	25	65	60	NA	" ANDREW DESJARDINS"	13.3820779220779
"443"	"443"	"DEL_ZOTTO"	" MICHAEL"	"Philadelphia"	"D"	52	1217.47	34	54	1.676	2.661	38.64	591	658	5.753	91.7933	97.5463	1134	1193	55.887	58.794	48.73	2.9982	95.4736	98.4718	4	9	4	13	8	98	214	4.08163265306	1.8691588785	0.1971	0.4435	0.1971	0.6407	0.3943	4.8297	10.5465	11.76	26.47	38.24	23.53	NA	" MICHAEL DEL_ZOTTO"	23.4128846153846
"444"	"444"	"VIRTANEN"	" JAKE"	"Vancouver"	"F(RW)"	55	636.017	27	29	2.547	2.736	48.21	289	279	9.3426	89.6057	98.9483	558	491	52.64	46.32	53.19	4.8387	94.0937	98.9324	7	6	5	13	12	94	174	7.44680851064	4.02298850575	0.6604	0.566	0.4717	1.2264	1.132	8.8677	16.4147	25.93	22.22	48.15	44.44	NA	" JAKE VIRTANEN"	11.5639454545455
"445"	"445"	"WIDEMAN"	" CHRIS"	"Ottawa"	"D"	64	892.817	37	30	2.487	2.016	55.22	425	474	8.7059	93.6709	102.3768	791	898	53.158	60.348	46.83	4.6776	96.6592	101.3368	6	7	4	13	10	87	177	6.89655172414	3.38983050847	0.4032	0.4704	0.2688	0.8736	0.672	5.8467	11.8949	16.22	18.92	35.14	27.03	NA	" CHRIS WIDEMAN"	13.950265625
"446"	"446"	"EHRHOFF"	" CHRISTIAN"	"Chicago"	"D"	48	743.217	27	30	2.18	2.422	47.37	382	314	7.0681	90.4459	97.514	760	568	61.355	45.855	57.23	3.5526	94.7183	98.2709	2	11	5	13	7	80	174	2.5	1.14942528736	0.1615	0.888	0.4037	1.0495	0.5651	6.4584	14.047	7.41	40.74	48.15	25.93	NA	" CHRISTIAN EHRHOFF"	15.4836875
"447"	"447"	"GUDAS"	" RADKO"	"Philadelphia"	"D"	76	1507.53	47	70	1.871	2.786	40.17	727	809	6.4649	91.3473	97.8122	1414	1538	56.277	61.213	47.9	3.3239	95.4486	98.7725	5	8	5	13	10	150	340	3.33333333333	1.47058823529	0.199	0.3184	0.199	0.5174	0.398	5.97	13.532	10.64	17.02	27.66	21.28	NA	" RADKO GUDAS"	19.8359210526316
"448"	"448"	"JASKIN"	" DMITRIJ"	"St. Louis"	"F(RW)"	65	770.55	23	20	1.791	1.557	53.49	389	305	5.9126	93.4426	99.3552	703	563	54.74	43.839	55.53	3.2717	96.4476	99.7193	4	9	5	13	9	91	158	4.3956043956	2.53164556962	0.3115	0.7008	0.3893	1.0123	0.7008	7.0858	12.3029	17.39	39.13	56.52	39.13	NA	" DMITRIJ JASKIN"	11.8546153846154
"449"	"449"	"BELLEMARE"	" PIERRE-EDOUARD"	"Philadelphia"	"F(LW)"	74	1003.45	21	50	1.256	2.99	29.58	375	568	5.6	91.1972	96.7972	750	1140	44.845	68.165	39.68	2.8	95.614	98.414	7	6	5	13	12	102	199	6.86274509804	3.5175879397	0.4186	0.3588	0.299	0.7773	0.7175	6.099	11.8989	33.33	28.57	61.9	57.14	NA	" PIERRE-EDOUARD BELLEMARE"	13.5601351351351
"450"	"450"	"JOORIS"	" JOSH"	"Calgary"	"F(RW)"	59	724.45	21	31	1.739	2.567	40.38	326	381	6.4417	91.8635	98.3052	567	746	46.96	61.785	43.18	3.7037	95.8445	99.5482	4	9	3	13	7	80	129	5	3.1007751938	0.3313	0.7454	0.2485	1.0767	0.5798	6.6257	10.684	19.05	42.86	61.9	33.33	NA	" JOSH JOORIS"	12.278813559322
"451"	"451"	"PAKARINEN"	" IIRO"	"Edmonton"	"F(RW)"	63	676.867	18	30	1.596	2.659	37.5	257	347	7.0039	91.3545	98.3584	504	652	44.676	57.796	43.6	3.5714	95.3988	98.9702	5	8	5	13	10	76	140	6.57894736842	3.57142857143	0.4432	0.7092	0.4432	1.1524	0.8864	6.7369	12.4101	27.78	44.44	72.22	55.56	NA	" IIRO PAKARINEN"	10.7439206349206
"452"	"452"	"JOKIPAKKA"	" JYRKI"	"Calgary"	"D"	58	902.417	38	38	2.527	2.527	50	382	419	9.9476	90.9308	100.8784	752	857	49.999	56.98	46.74	5.0532	95.5659	100.6191	2	11	6	13	8	45	98	4.44444444444	2.04081632653	0.133	0.7314	0.3989	0.8643	0.5319	2.992	6.5158	5.26	28.95	34.21	21.05	NA	" JYRKI JOKIPAKKA"	15.5589137931034
"453"	"453"	"COPP"	" ANDREW"	"Winnipeg"	"F(C)"	77	616.25	19	17	1.85	1.655	52.78	237	290	8.0169	94.1379	102.1548	449	568	43.716	55.302	44.15	4.2316	97.007	101.2386	7	6	4	13	11	55	90	12.7272727273	7.77777777778	0.6815	0.5842	0.3895	1.2657	1.071	5.355	8.7627	36.84	31.58	68.42	57.89	NA	" ANDREW COPP"	8.00324675324675
"454"	"454"	"NYLANDER"	" WILLIAM"	"Toronto"	"F(C)"	22	359.433	15	11	2.504	1.836	57.69	192	150	7.8125	92.6667	100.4792	424	260	70.778	43.402	61.99	3.5377	95.7692	99.3069	6	7	5	13	11	43	99	13.9534883721	6.06060606061	1.0016	1.1685	0.8346	2.1701	1.8362	7.178	16.526	40	46.67	86.67	73.33	NA	" WILLIAM NYLANDER"	16.3378636363636
"455"	"455"	"MCLEOD"	" CODY"	"Colorado"	"F(LW)"	82	864.1	27	31	1.875	2.153	46.55	348	458	7.7586	93.2314	100.99	622	901	43.189	62.562	40.84	4.3408	96.5594	100.9002	8	5	2	13	10	73	107	10.9589041096	7.47663551402	0.5555	0.3472	0.1389	0.9027	0.6944	5.0689	7.4297	29.63	18.52	48.15	37.04	NA	" CODY MCLEOD"	10.5378048780488
"456"	"456"	"CARTER"	" RYAN"	"Minnesota"	"F(C)"	60	672.233	14	33	1.25	2.945	29.79	205	364	6.8293	90.9341	97.7634	377	711	33.649	63.46	34.65	3.7135	95.3587	99.0722	7	5	4	12	11	62	96	11.2903225806	7.29166666667	0.6248	0.4463	0.357	1.0711	0.9818	5.5338	8.5685	50	35.71	85.71	78.57	NA	" RYAN CARTER"	11.2038833333333
"457"	"457"	"METHOT"	" MARC"	"Ottawa"	"D"	69	1425.33	65	76	2.736	3.199	46.1	585	831	11.1111	90.8544	101.9655	1099	1484	46.263	62.47	42.55	5.9145	94.8787	100.7932	5	7	3	12	8	74	132	6.75675675676	3.78787878788	0.2105	0.2947	0.1263	0.5051	0.3368	3.1151	5.5566	7.69	10.77	18.46	12.31	NA	" MARC METHOT"	20.6569565217391
"458"	"458"	"ENGELLAND"	" DERYK"	"Calgary"	"D"	69	1050.97	42	48	2.398	2.74	46.67	458	546	9.1703	91.2088	100.3791	824	1108	47.042	63.256	42.65	5.0971	95.6679	100.765	3	9	2	12	5	71	149	4.22535211268	2.01342281879	0.1713	0.5138	0.1142	0.6851	0.2855	4.0534	8.5065	7.14	21.43	28.57	11.9	NA	" DERYK ENGELLAND"	15.2314492753623
"459"	"459"	"COLE"	" IAN"	"Pittsburgh"	"D"	70	1206.7	38	51	1.889	2.536	42.7	558	647	6.81	92.1175	98.9275	999	1209	49.673	60.114	45.24	3.8038	95.7816	99.5854	0	12	4	12	4	72	145	0	0	0	0.5967	0.1989	0.5967	0.1989	3.58	7.2097	0	31.58	31.58	10.53	NA	" IAN COLE"	17.2385714285714
"460"	"460"	"HENDRICKS"	" MATT"	"Edmonton"	"F(C)"	68	899.983	19	27	1.267	1.8	41.3	323	504	5.8824	94.6429	100.5253	639	1016	42.601	67.735	38.61	2.9734	97.3425	100.3159	5	7	4	12	9	62	117	8.06451612903	4.2735042735	0.3333	0.4667	0.2667	0.8	0.6	4.1334	7.8001	26.32	36.84	63.16	47.37	NA	" MATT HENDRICKS"	13.2350441176471
"461"	"461"	"EMELIN"	" ALEXEI"	"Montreal"	"D"	72	1475.75	43	69	1.748	2.805	38.39	676	751	6.3609	90.8122	97.1731	1273	1415	51.757	57.53	47.36	3.3778	95.1237	98.5015	0	12	3	12	3	71	195	0	0	0	0.4879	0.122	0.4879	0.122	2.8867	7.9282	0	27.91	27.91	6.98	NA	" ALEXEI EMELIN"	20.4965277777778
"462"	"462"	"BENN"	" JORDIE"	"Dallas"	"D"	64	1001.18	42	48	2.517	2.877	46.67	443	520	9.4808	90.7692	100.25	837	1034	50.161	61.967	44.74	5.0179	95.3578	100.3757	3	9	7	12	10	58	123	5.1724137931	2.43902439024	0.1798	0.5394	0.4195	0.7191	0.5993	3.4759	7.3713	7.14	21.43	28.57	23.81	NA	" JORDIE BENN"	15.6434375
"463"	"463"	"CHIPCHURA"	" KYLE"	"Arizona"	"F(C)"	70	716.383	18	38	1.508	3.183	32.14	282	362	6.383	89.5028	95.8858	525	721	43.971	60.387	42.13	3.4286	94.7295	98.1581	4	8	6	12	10	47	87	8.51063829787	4.59770114943	0.335	0.67	0.5025	1.005	0.8375	3.9364	7.2866	22.22	44.44	66.67	55.56	NA	" KYLE CHIPCHURA"	10.2340428571429
"464"	"464"	"GORGES"	" JOSH"	"Buffalo"	"D"	77	1575.82	46	75	1.751	2.856	38.02	645	898	7.1318	91.6481	98.7799	1170	1676	44.548	63.815	41.11	3.9316	95.5251	99.4567	2	10	2	12	4	57	139	3.50877192982	1.43884892086	0.0762	0.3808	0.0762	0.4569	0.1523	2.1703	5.2925	4.35	21.74	26.09	8.7	NA	" JOSH GORGES"	20.4651948051948
"465"	"465"	"THORBURN"	" CHRIS"	"Winnipeg"	"F(RW)"	82	829.95	24	32	1.735	2.313	42.86	341	432	7.0381	92.5926	99.6307	624	818	45.111	59.136	43.27	3.8462	96.088	99.9342	6	6	4	12	10	70	114	8.57142857143	5.26315789474	0.4338	0.4338	0.2892	0.8675	0.7229	5.0605	8.2415	25	25	50	41.67	NA	" CHRIS THORBURN"	10.1213414634146
"466"	"466"	"SEIDENBERG"	" DENNIS"	"Boston"	"D"	61	1183.25	43	53	2.18	2.688	44.79	550	640	7.8182	91.7188	99.537	933	1241	47.31	62.928	42.92	4.6088	95.7292	100.338	1	11	6	12	7	66	132	1.51515151515	0.757575757576	0.0507	0.5578	0.3042	0.6085	0.355	3.3467	6.6934	2.33	25.58	27.91	16.28	NA	" DENNIS SEIDENBERG"	19.3975409836066
"467"	"467"	"PULKKINEN"	" TEEMU"	"Detroit"	"F(LW)"	36	416.417	15	9	2.161	1.297	62.5	240	140	6.25	93.5714	99.8214	458	268	65.992	38.615	63.09	3.2751	96.6418	99.9169	6	6	3	12	9	65	135	9.23076923077	4.44444444444	0.8645	0.8645	0.4323	1.729	1.2968	9.3656	19.4517	40	40	80	60	NA	" TEEMU PULKKINEN"	11.5671388888889
"468"	"468"	"KLEFBOM"	" OSCAR"	"Edmonton"	"D"	30	656.283	26	30	2.377	2.743	46.43	309	336	8.4142	91.0714	99.4856	560	628	51.197	57.414	47.14	4.6429	95.2229	99.8658	4	8	4	12	8	48	104	8.33333333333	3.84615384615	0.3657	0.7314	0.3657	1.0971	0.7314	4.3883	9.5081	15.38	30.77	46.15	30.77	NA	" OSCAR KLEFBOM"	21.8761
"469"	"469"	"DESLAURIERS"	" NICOLAS"	"Buffalo"	"F(LW)"	70	722.2	19	36	1.579	2.991	34.55	276	373	6.8841	90.3485	97.2326	506	708	42.038	58.82	41.68	3.7549	94.9153	98.6702	6	6	2	12	8	72	136	8.33333333333	4.41176470588	0.4985	0.4985	0.1662	0.997	0.6646	5.9817	11.2988	31.58	31.58	63.16	42.11	NA	" NICOLAS DESLAURIERS"	10.3171428571429
"470"	"470"	"CAMPBELL"	" GREGORY"	"Columbus"	"F(C)"	82	866.433	18	42	1.246	2.908	30	298	546	6.0403	92.3077	98.348	545	1031	37.741	71.396	34.58	3.3028	95.9263	99.2291	3	8	3	11	6	58	115	5.1724137931	2.60869565217	0.2077	0.554	0.2077	0.7617	0.4155	4.0165	7.9637	16.67	44.44	61.11	33.33	NA	" GREGORY CAMPBELL"	10.566256097561
"471"	"471"	"QUINCEY"	" KYLE"	"Detroit"	"D"	47	928.883	32	45	2.067	2.907	41.56	392	487	8.1633	90.7598	98.9231	699	885	45.151	57.165	44.13	4.578	94.9153	99.4933	4	7	0	11	4	62	113	6.45161290323	3.53982300885	0.2584	0.4522	0	0.7105	0.2584	4.0048	7.2991	12.5	21.88	34.38	12.5	NA	" KYLE QUINCEY"	19.7634680851064
"472"	"472"	"ENNIS"	" TYLER"	"Buffalo"	"F(C)"	23	415.567	16	16	2.31	2.31	50	227	191	7.0485	91.623	98.6715	406	363	58.619	52.41	52.8	3.9409	95.5923	99.5332	3	8	3	11	6	57	102	5.26315789474	2.94117647059	0.4331	1.155	0.4331	1.5882	0.8663	8.2297	14.7269	18.75	50	68.75	37.5	NA	" TYLER ENNIS"	18.0681304347826
